UB,LB,TIME
3.449547085070136e9,4.627372825758078e6,5.411999940872192
1.959196271996843e9,7.946152605520888e7,9.043999910354614
1.346542522632005e9,7.97850557834446e7,13.458999872207642
1.0495303565980994e9,8.028201972137396e7,17.25499987602234
5.760559464101086e8,8.081006763333143e7,21.483999967575073
5.760559464101086e8,8.08383146328388e7,25.70899987220764
5.760559464101086e8,8.100049540401201e7,29.828999996185303
5.760559464101086e8,8.126787232634945e7,33.90299987792969
5.760559464101086e8,8.156895077794397e7,37.867999792099
5.760559464101086e8,8.170460227603461e7,42.84499979019165
3.6042100332921124e8,8.191388631131272e7,48.92899990081787
3.6042100332921124e8,8.196935444799894e7,54.03999996185303
1.9987991500540507e8,8.199269313941225e7,59.61500000953674
1.9987991500540507e8,8.202191112230408e7,64.81900000572205
1.9987991500540507e8,8.210423524347898e7,68.16499996185303
1.9987991500540507e8,8.219403315549587e7,72.12399983406067
1.733594650491957e8,8.87711223404504e7,76.59799981117249
1.2425512875284487e8,8.891525430305104e7,81.09499979019165
1.2425512875284487e8,8.89723819920022e7,84.89499998092651
1.2425512875284487e8,8.897459080296502e7,89.33799982070923
1.2425512875284487e8,8.901392458218138e7,93.2189998626709
1.2425512875284487e8,8.908886834721118e7,96.59299993515015
1.2425512875284487e8,8.918575222724243e7,102.25599980354309
1.2425512875284487e8,8.919037417896824e7,107.60699987411499
1.2425512875284487e8,8.92315462489837e7,112.8199999332428
1.2425512875284487e8,8.923276837969427e7,116.51899981498718
1.2425512875284487e8,8.929588855238427e7,120.45899987220764
1.2425512875284487e8,8.931354704635943e7,123.97499990463257
1.2425512875284487e8,8.936341007904936e7,127.84599995613098
1.2425512875284487e8,8.943523328626049e7,132.21999979019165
1.2425512875284487e8,8.950408673095298e7,137.38199996948242
1.2425512875284487e8,8.958397886778644e7,142.25
1.2425512875284487e8,8.960925824039818e7,147.09099984169006
1.2425512875284487e8,8.961251277959557e7,151.91299986839294
1.2425512875284487e8,8.964516346771294e7,157.10099983215332
1.2425512875284487e8,8.969552154706918e7,162.60999989509583
1.2425512875284487e8,8.975022456126665e7,169.52699995040894
1.2425512875284487e8,8.982761646218088e7,174.356999874115
1.2342792406089965e8,8.984141512432861e7,179.29999995231628
1.2342792406089965e8,8.985349130391492e7,184.07099986076355
1.1897005058867428e8,9.408725104810806e7,188.06399989128113
1.1897005058867428e8,9.423122613606991e7,194.12799978256226
1.1359697395546816e8,9.444631436084406e7,200.25099992752075
1.1359697395546816e8,9.446544379948485e7,206.1710000038147
1.0603763247082758e8,9.450931351235227e7,212.09099984169006
1.0603763247082758e8,9.468705111403418e7,217.64199995994568
1.0603763247082758e8,9.477321842933582e7,223.0259997844696
1.0603763247082758e8,9.47771935312577e7,228.97499990463257
1.0603763247082758e8,9.481566892315793e7,234.27099990844727
1.0603763247082758e8,9.482139383297639e7,239.98099994659424
1.0603763247082758e8,9.484368902266234e7,245.25699996948242
1.0603763247082758e8,9.487817688788673e7,250.83699989318848
1.0603763247082758e8,9.503929751519358e7,256.36500000953674
1.0603763247082758e8,9.506893734054838e7,262.1309998035431
1.0603763247082758e8,9.509424351815373e7,267.896999835968
1.0603763247082758e8,9.511148451554863e7,274.6289999485016
1.0603763247082758e8,9.51563505018116e7,280.91100001335144
1.0588292778847684e8,9.669848690008765e7,287.07099986076355
1.0588292778847684e8,9.736695244935735e7,292.72899985313416
1.0508805623156701e8,9.7537214022444e7,298.8839998245239
1.0269132995037216e8,9.765638185929455e7,305.8699998855591
1.0269132995037216e8,9.770370457078981e7,312.0279998779297
1.0269132995037216e8,9.775497979446043e7,318.58399987220764
1.0269132995037216e8,9.783487106402405e7,325.106999874115
1.0269132995037216e8,9.786329324808326e7,331.9649999141693
1.0269132995037216e8,9.79032386918825e7,338.38899993896484
1.0269132995037216e8,9.791866075559545e7,345.19799995422363
1.0269132995037216e8,9.797731368014407e7,351.84499979019165
1.0269132995037216e8,9.802145352665693e7,357.16999983787537
1.0269132995037216e8,9.803494386922559e7,363.45699977874756
1.0269132995037216e8,9.807272866398041e7,369.40899991989136
1.0269132995037216e8,9.815262001989114e7,375.9559998512268
1.0269132995037216e8,9.819488596469486e7,381.9869999885559
1.0163101134631653e8,9.839719130326873e7,387.7829999923706
1.0163101134631653e8,9.898191549769914e7,394.5920000076294
1.0149078685261415e8,1.0005631795139284e8,402.70699977874756
1.0149078685261415e8,1.0030612463372101e8,409.53799986839294
1.0149078685261415e8,1.00374392671757e8,415.3159999847412
1.0149078685261415e8,1.0094627961483873e8,420.11899995803833
1.0149078685261415e8,1.01083045638059e8,425.7229998111725
1.0149078685261415e8,1.011178311092201e8,430.7239999771118
1.0149078685261415e8,1.011350119930322e8,435.8599998950958
1.0149078685261415e8,1.0116287729803306e8,440.77899980545044
1.0149078685261415e8,1.0116287737273595e8,445.70099997520447
1.0149078685261415e8,1.011682314726704e8,450.6599998474121
1.0126654339390025e8,1.0116823150977722e8,455.135999917984
