MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery
3843.565884620355,7574.7974040688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3843.5658846203555,7009.197622458753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3843.5658846203555,6798.740313307898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3843.5658846203555,6772.420006823317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3843.5658846203555,7126.570191930099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3843.5658846203555,8162.667964073126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5171.522616879629,8702.30221915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6202.964031656876,8961.30221915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6513.368289880742,9040.302219150002,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0
6590.646174489533,9071.30221915,0.0,46.35,0.0,0.0,0.0,0.0,0.0,0.0
6517.043907998955,9102.30221915,0.0,244.25,0.0,0.0,0.0,0.0,0.0,0.0
6679.103454700839,9106.30221915,0.0,102.25,0.0,0.0,0.0,0.0,0.0,0.0
6592.404965694558,9086.30221915,0.0,109.75,0.0,0.0,0.0,0.0,0.0,0.0
6534.835872290789,9074.30221915,0.0,117.2,0.0,0.0,0.0,0.0,0.0,0.0
6483.48738328451,9051.30221915,0.0,81.35000000000001,0.0,0.0,0.0,0.0,0.0,0.0
6688.084361297069,9094.30221915,0.0,43.15,0.0,0.0,0.0,0.0,0.0,0.0
7674.477287068037,9330.30221915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8212.747616710161,9466.302219148049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8073.410185397556,9431.30221915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7723.576531571179,9342.302219150002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7187.306201930985,9208.30221915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6279.162520663157,8981.30221915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5049.224883370208,8672.302219150002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3876.4460372822837,8378.30221915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3843.5658846203555,7397.742406185572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3843.5658846203555,6897.886963100282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3843.5658846203555,6621.665220754509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3843.5658846203555,6568.044702455505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3843.5658846203555,6836.172057995663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3843.5658846203555,7843.957236301698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
