MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery
3646.9127315239484,7773.885520946445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3646.9127315239484,7208.285739336396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3646.9127315239484,6997.828430185542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3646.9127315239484,7039.540190155983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3646.9127315239484,7327.385338144169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3678.9696636672106,8329.30221915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5171.522616879629,8702.30221915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6291.702376469875,8871.46511414819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6652.570708863001,8871.46511414819,0.0,29.919709756497898,0.0,0.0,0.0,0.0,0.0,0.0
6244.2706244193005,8871.46511414819,0.0,590.1185307292245,0.0,0.0,0.0,0.0,0.0,0.0
3879.5676946102603,8871.46511414819,0.0,3109.7400459679197,0.0,0.0,0.0,0.0,0.0,0.0
5711.492695754889,8871.46511414819,0.0,1301.825669192302,0.0,0.0,0.0,0.0,0.0,0.0
5517.050383019895,8871.46511414819,0.0,1397.3141045853806,0.0,0.0,0.0,0.0,0.0,0.0
5360.226210790955,8871.46511414819,0.0,1492.1659504091717,0.0,0.0,0.0,0.0,0.0,0.0
5706.743746377609,8871.46511414819,0.0,1035.7312292302572,0.0,0.0,0.0,0.0,0.0,0.0
6401.9692402471965,8871.46511414819,0.0,549.3767982948444,0.0,0.0,0.0,0.0,0.0,0.0
8127.7025466735,8871.46511414819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8459.180003121319,8871.46511414819,0.0,0.0,0.0,0.0,0.0,1.5694342195713444,0.0,332.9513611732285
8459.180003121319,8871.46511414819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.96561576296608
8188.655024178026,8871.46511414819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7520.0235926890755,8871.46511414819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6387.65625381179,8871.46511414819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5049.224883370208,8672.302219150002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3876.4460372822837,8378.30221915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3670.2926495364636,7573.311290842088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3670.2926495364636,7075.032700629184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3670.2926495364636,6797.083928946986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3670.2926495364636,6974.9210214782615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3670.2926495364636,7011.590766188142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3670.2926495364636,8019.375944494173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4913.907300960159,8638.30221915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5872.935789435085,8871.46511414819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5934.061884959059,8871.46511414819,0.0,131.7740408424482,0.0,0.0,0.0,0.0,0.0,0.0
5805.940162857317,8871.46511414819,0.0,327.8436281829025,0.0,0.0,0.0,0.0,0.0,0.0
5349.353622169137,8871.46511414819,0.0,873.4008890620237,0.0,0.0,0.0,0.0,0.0,0.0
4706.136525313345,8871.46511414819,0.0,1489.6195921320232,0.0,0.0,0.0,0.0,0.0,0.0
3976.5605066637954,8871.46511414819,0.0,2061.277025351919,0.0,0.0,0.0,0.0,0.0,0.0
3670.2926495364636,8815.92341696776,0.0,2353.4716376547385,0.0,0.0,0.0,0.0,0.0,0.0
4123.5192351151,8871.46511414819,0.0,1733.4333971690164,0.0,0.0,0.0,0.0,0.0,0.0
