UB,LB,TIME
1.5523601424209604e11,6.272254160915984e7,10.020999908447266
9.509379409133644e10,6.355178276960794e7,19.484999895095825
7.202398038139948e10,6.4481204299169436e7,25.85699987411499
6.601121586547036e10,6.45881884714882e7,34.40999984741211
5.495313629663621e10,6.494420739354263e7,42.8199999332428
5.495313629663621e10,6.5666464381672785e7,51.144999980926514
3.761129603373596e10,7.000050635588393e7,56.36399984359741
3.3241851114281654e10,8.703031423957925e7,63.27199983596802
3.3241851114281654e10,8.744720193591425e7,70.60999989509583
3.3241851114281654e10,8.758205393426952e7,75.99799990653992
1.911024641148672e10,8.796542604525779e7,83.8289999961853
1.911024641148672e10,8.799957225146297e7,92.20700001716614
1.911024641148672e10,8.838847572387588e7,97.79199981689453
1.7577877723861973e10,8.854437534310308e7,105.32799983024597
1.7577877723861973e10,8.880766008545408e7,113.47399997711182
1.7021011862703821e10,8.89724001552199e7,117.75099992752075
1.7021011862703821e10,8.920774351167837e7,126.04900002479553
1.3163992930786678e10,8.949881280692185e7,133.48599982261658
9.287287999421434e9,8.973307449983688e7,138.87099981307983
9.287287999421434e9,9.436038851612434e7,146.44400000572205
9.287287999421434e9,9.447128800069137e7,154.27699995040894
9.287287999421434e9,9.458931621467264e7,159.5590000152588
9.193566104614647e9,9.785754340051611e7,167.07599997520447
9.193566104614647e9,9.803380615045454e7,175.0849997997284
9.193566104614647e9,9.852392926324368e7,179.62199997901917
6.245454474639557e9,9.860769846681294e7,186.96099996566772
6.245454474639557e9,9.891457446061519e7,194.35799980163574
5.354234435957203e9,9.91066355006762e7,199.27099990844727
3.302626648174879e9,9.973247628311795e7,207.2889997959137
3.302626648174879e9,1.009523750319605e8,214.47899985313416
3.302626648174879e9,1.0362123071760307e8,219.0569999217987
3.302626648174879e9,1.0374708428460439e8,226.4229998588562
3.302626648174879e9,1.0393147178385872e8,233.7960000038147
3.302626648174879e9,1.0406015082025069e8,238.26599979400635
2.466608725724661e9,1.0725717323837705e8,245.35399985313416
2.466608725724661e9,1.0727585981699947e8,252.92499995231628
2.466608725724661e9,1.076678911756003e8,258.00999999046326
2.466608725724661e9,1.0828491403491701e8,264.68699979782104
2.466608725724661e9,1.0874077378836653e8,271.76399993896484
2.466608725724661e9,1.0936523624723424e8,276.71799993515015
2.466608725724661e9,1.0956457724266434e8,283.8239998817444
1.9405825081899266e9,1.1120789839100298e8,291.32099986076355
1.9405825081899266e9,1.1434211144956571e8,295.6639997959137
1.9405825081899266e9,1.1588969093942837e8,302.37800002098083
1.9405825081899266e9,1.1874101026205114e8,310.49899983406067
1.9385510828753142e9,1.209910111396494e8,317.64299988746643
1.624362112531344e9,1.2954550312057026e8,322.30099987983704
1.530342178017772e9,1.4330020999550235e8,331.33799982070923
1.530342178017772e9,1.4437095554077733e8,340.4279999732971
1.530342178017772e9,1.4482591730137825e8,345.9059998989105
1.530342178017772e9,1.482782994412309e8,353.8699998855591
1.530342178017772e9,1.4896297471337533e8,363.4869999885559
1.530342178017772e9,1.5026758875093156e8,368.356999874115
1.530342178017772e9,1.5994087759958997e8,378.595999956131
1.530342178017772e9,1.6340252874438512e8,387.02999997138977
1.4215340283700976e9,2.0035308789118013e8,392.5059998035431
1.4215340283700976e9,2.0123199684209433e8,400.43499994277954
1.4215340283700976e9,2.066259635379272e8,408.40499997138977
1.4215340283700976e9,2.3846943916133058e8,413.60199999809265
1.4215340283700976e9,3.33287784989363e8,420.1889998912811
1.4215340283700976e9,3.8941137398709184e8,427.367999792099
1.4215340283700976e9,6.497817880791171e8,432.0609998703003
1.4215340283700976e9,8.061587618346188e8,439.11699986457825
1.4215340283700976e9,8.6891188863925e8,446.481999874115
1.4215340283700976e9,8.68966121120477e8,450.7229998111725
1.4215340283700976e9,8.766751900686945e8,457.67899990081787
1.4215340283700976e9,8.907358111351292e8,464.5899999141693
1.4215340283700976e9,9.155228346505376e8,469.27899980545044
1.4215340283700976e9,9.312664903998015e8,475.61899995803833
1.4215340283700976e9,9.50002591763342e8,482.5349998474121
1.4215340283700976e9,9.503439489120388e8,486.81699991226196
1.4215340283700976e9,9.678476352112188e8,493.492999792099
1.3622648186333213e9,1.0536111443612394e9,500.3809998035431
1.3622648186333213e9,1.1917915803208504e9,504.470999956131
1.3622648186333213e9,1.2143862275000076e9,510.8179998397827
1.3622648186333213e9,1.2258289753460717e9,517.6619999408722
1.3622648186333213e9,1.2386672876873472e9,521.694000005722
1.3622648186333213e9,1.2429736144231179e9,528.436999797821
1.3622648186333213e9,1.2534538169375799e9,535.0039999485016
1.3622648186333213e9,1.2600268561039314e9,538.9099998474121
1.3622648186333213e9,1.2658909430655282e9,545.1439998149872
1.3622648186333213e9,1.2733630623756633e9,551.8939998149872
1.3622648186333213e9,1.2771618372984126e9,556.2400000095367
1.3573426003770807e9,1.2779028934306333e9,563.2039999961853
1.3573426003770807e9,1.2790815404274862e9,570.2789998054504
1.3531833298116055e9,1.2828592396614385e9,574.3439998626709
1.3531833298116055e9,1.2828638054180775e9,580.9749999046326
1.3531833298116055e9,1.2829693833066053e9,587.8249998092651
