UB,LB,TIME
3.449547085518322e9,4.627563510785949e6,7.269999980926514
1.9591914884294498e9,7.955509644597504e7,9.205999851226807
1.0782116389394088e9,7.98986038149304e7,11.289999961853027
9.765115579023935e8,8.01655095308243e7,13.33899998664856
6.172997635123129e8,8.043293493876389e7,15.375999927520752
5.647306890950803e8,8.054608293450427e7,17.269999980926514
5.647306890950803e8,8.066310033914748e7,19.638000011444092
3.903058137388903e8,8.085432120834777e7,21.7979998588562
3.087623061254978e8,8.103923068469083e7,24.14800000190735
3.087623061254978e8,8.108183369638461e7,26.032999992370605
2.817464706860433e8,8.113061365713933e7,28.372999906539917
2.817464706860433e8,8.118563186083853e7,30.60800004005432
2.0782321355391568e8,8.13052342416839e7,32.942999839782715
2.0782321355391568e8,8.137348882397048e7,35.33500003814697
2.0051949461097765e8,8.138067181368731e7,37.58999991416931
2.0051949461097765e8,8.13826535846909e7,39.76699995994568
1.7154977857095695e8,8.57195089649186e7,42.008999824523926
1.7154977857095695e8,8.813985031864914e7,44.16799998283386
1.7154977857095695e8,8.81405538821566e7,46.36899995803833
1.4497801170654774e8,8.814150047108325e7,48.562999963760376
1.4497801170654774e8,8.822979664407462e7,51.008999824523926
1.4497801170654774e8,8.823646516083632e7,53.270999908447266
1.4497801170654774e8,8.827523935323478e7,55.71399998664856
1.4497801170654774e8,8.835352301536304e7,58.062000036239624
1.2665099392670959e8,8.836246101144056e7,60.508999824523926
1.2665099392670959e8,8.838102496006204e7,62.95799994468689
1.2665099392670959e8,8.84118743300854e7,65.41999983787537
1.1827096678412032e8,8.845741813334417e7,67.96799993515015
1.1663433935777323e8,9.36296505402007e7,70.22899985313416
1.1530291398731706e8,9.378651008669882e7,72.66199994087219
1.1276178549921313e8,9.382357534500235e7,75.11800003051758
1.1276178549921313e8,9.383935578339325e7,77.36800003051758
1.0850839434685591e8,9.384503593853566e7,80.09599995613098
1.0850839434685591e8,9.389723992157885e7,82.6729998588562
1.0644554905678652e8,9.390175775060222e7,85.52699995040894
1.028510934786027e8,9.391779706112334e7,88.4359998703003
1.028510934786027e8,9.393743838261567e7,91.93499994277954
1.0274138450547603e8,9.396024951101664e7,95.01900005340576
1.0225828225395018e8,9.402550211616275e7,97.66899991035461
1.0225828225395018e8,9.407474149105027e7,100.125
1.0225828225395018e8,9.633566560550486e7,102.53699994087219
1.0225828225395018e8,9.659317931051011e7,104.80900001525879
1.0225828225395018e8,9.727940694115207e7,107.45000004768372
1.0225828225395018e8,9.731227515918429e7,110.11800003051758
1.0193187015541852e8,9.737129380332573e7,112.64699983596802
9.986963084096387e7,9.879972546555385e7,115.83200001716614
9.986963084096387e7,9.88001436642036e7,118.71099996566772
9.955089124733038e7,9.881047164876975e7,122.52799987792969
9.955089124733038e7,9.881500887827839e7,126.24899983406067
9.955089124733038e7,9.881901119278148e7,129.68299984931946
9.955089124733038e7,9.882184243026054e7,133.33399987220764
9.955089124733038e7,9.882354532098939e7,136.9210000038147
9.942882614764509e7,9.913580092074744e7,140.82599997520447
9.929749062184858e7,9.913720961245152e7,145.06299996376038
9.928926855440615e7,9.913888965063654e7,149.37800002098083
9.928926855440615e7,9.91392915179965e7,153.50799989700317
9.920594133138548e7,9.913962009699677e7,158.14699983596802
9.971227864347585e7,9.966173369424137e7,165.1619999408722
1.0822889331210701e8,9.968735594398306e7,171.49602794647217
1.0822889331210701e8,9.970167968279652e7,176.4510281085968
1.0737445818099886e8,9.971297819372477e7,181.29702806472778
1.0737445818099886e8,9.973198263413428e7,185.9290280342102
1.0737445818099886e8,9.974162567135166e7,190.46902799606323
1.0737445818099886e8,9.975292418227991e7,194.57102799415588
1.0737445818099886e8,9.976724792109336e7,198.89102792739868
1.0634796879322714e8,9.977958852353705e7,203.1350281238556
1.0634796879322714e8,9.97928701708351e7,207.46802806854248
1.0634796879322714e8,9.983516790389629e7,211.8060281276703
1.0634796879322714e8,9.988641240337971e7,215.6500279903412
1.0634796879322714e8,9.990767670315082e7,219.2950279712677
1.0634796879322714e8,9.997997221293055e7,223.0890281200409
1.0634796879322714e8,1.0000559446267226e8,227.1790280342102
1.0634796879322714e8,1.0001644792100684e8,231.4790279865265
1.0634796879322714e8,1.0003121671241397e8,236.1660280227661
1.0634796879322714e8,1.0004207017074856e8,240.52602791786194
1.0634796879322714e8,1.0004459439655057e8,244.65802812576294
1.0634796879322714e8,1.00056393909562e8,248.61802792549133
1.0634796879322714e8,1.0007021664629227e8,252.6830279827118
1.0634796879322714e8,1.0007116270096911e8,256.8500280380249
1.0634796879322714e8,1.0008454038510573e8,261.23002791404724
1.0634796879322714e8,1.0008454038510573e8,265.7310280799866
1.0634796879322714e8,1.0009583889603399e8,269.8410279750824
1.0634796879322714e8,1.0010763840904543e8,274.07202792167664
1.0634796879322714e8,1.0011016263484745e8,278.81402802467346
1.0634796879322714e8,1.0012448637366088e8,283.5380280017853
1.0634796879322714e8,1.0014993614210665e8,288.3760280609131
1.0634796879322714e8,1.0015291387987775e8,292.60502791404724
1.0634796879322714e8,1.0015357890388142e8,297.1090281009674
1.0634796879322714e8,1.0017853612961946e8,301.6610279083252
1.0634796879322714e8,1.0019285986843291e8,306.21702814102173
1.0634796879322714e8,1.0020118064159007e8,310.9220280647278
1.0634796879322714e8,1.0020762865984e8,314.9900281429291
1.0634796879322714e8,1.0022149888668434e8,319.1410279273987
1.0634796879322714e8,1.0022195239865342e8,323.1060280799866
1.0634796879322714e8,1.0022982811921696e8,327.403028011322
1.0634796879322714e8,1.0025059141690488e8,331.5140280723572
1.0634796879322714e8,1.0025797459476064e8,335.5450279712677
1.0634796879322714e8,1.0026536866768743e8,339.70602798461914
1.0634796879322714e8,1.0028288657971254e8,343.64302802085876
1.0634796879322714e8,1.0028454289917918e8,348.0740280151367
1.0634796879322714e8,1.002870671249812e8,351.91502809524536
1.0634796879322714e8,1.0030486114427347e8,356.5040280818939
1.0634796879322714e8,1.0032283256826769e8,360.7400281429291
1.0592033026776767e8,1.003381567201749e8,364.8570280075073
1.0592033026776767e8,1.0034845481800939e8,369.0760281085968
1.0592033026776767e8,1.0034916508279923e8,373.62502813339233
1.0592033026776767e8,1.00359308276344e8,377.9570279121399
1.0549347942357083e8,1.0037116214777236e8,382.85302805900574
1.0549347942357083e8,1.0037116214777236e8,388.0540280342102
1.0549347942357083e8,1.0037116214777236e8,393.9900281429291
1.0549347942357083e8,1.003740770677511e8,401.0820279121399
1.0549347942357083e8,1.0038453314997377e8,407.32202792167664
